City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
584,Rincon,US,78.85,scattered clouds,32.296,-81.2354,Days Inn Rincon
587,Mwense,ZM,69.19,light rain,-10.3845,28.698,Mwense Council Guest House
588,Koungou,YT,76.71,scattered clouds,-12.7336,45.2042,Villa Netibor
590,Manicore,BR,83.01,overcast clouds,-5.8092,-61.3003,Hotel Durval
591,Derna,LY,69.91,clear sky,32.767,22.6367,فندق الفردوس
592,Mayo,US,79.86,clear sky,38.8876,-76.5119,Resorts Resource Group International
595,Sale,MA,68.68,overcast clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
596,Manono,CD,70.12,light rain,-7.3,27.4167,Hotel hewa bora
597,Izumo,JP,70.43,few clouds,35.3667,132.7667,Toyoko-Inn Izumoshi ekimae
604,Sabang,ID,81.57,scattered clouds,5.8933,95.3214,Hotel Citra
605,Faya,SA,61.32,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
606,Mumford,GH,77.97,broken clouds,5.2618,-0.759,Spanish Villa
607,Lloydminster,CA,62.58,clear sky,53.2835,-110.0016,BCMInns - Lloydminster
608,Nicoya,CR,83.75,broken clouds,10.1483,-85.452,Las Cabinas Del Sueño
610,Brokopondo,SR,81.27,broken clouds,4.75,-55.1667,Matu Island
611,Vung Tau,VN,79.79,overcast clouds,10.346,107.0843,Green hotel
613,North Bend,US,74.91,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
615,Gambela,ET,70.16,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
617,Kandrian,PG,83.32,broken clouds,-6.2167,149.55,Kandrian Station
619,Muisne,EC,75.02,broken clouds,0.6,-80.0333,Quinta Samay
620,Abong Mbang,CM,66.88,broken clouds,3.9833,13.1833,Auberge Angle Sur
621,Talara,PE,64.74,scattered clouds,-4.5772,-81.2719,Hostal Oro Negro
622,Waingapu,ID,77.49,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
623,Jaicos,BR,83.41,scattered clouds,-7.3592,-41.1378,Hotel Jaicós
624,Touros,BR,77.9,clear sky,-5.1989,-35.4608,INN NEW HORIZON
625,Trincomalee,LK,78.4,heavy intensity rain,8.5711,81.2335,Welcombe Hotel
626,Santa Fe,AR,61.0,broken clouds,-31.6333,-60.7,Conquistador Hotel
627,Grand Gaube,MU,72.37,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
628,Manoel Urbano,BR,80.11,broken clouds,-8.8389,-69.2597,Baixada Beira Rio
629,Cururupu,BR,76.5,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
630,Benjamin Aceval,PY,69.94,overcast clouds,-24.9667,-57.5667,Escuela Agrícola y Hotel Cerrito
631,Jardinopolis,BR,69.22,light rain,-21.0178,-47.7639,Jardin Park Hotel - Jardinópolis
632,La Ciotat,FR,71.47,overcast clouds,43.1748,5.6045,ibis La Ciotat
633,Kuching,MY,73.62,few clouds,1.55,110.3333,The Ranee Boutique Suites
634,Palladam,IN,77.2,overcast clouds,10.9833,77.3,SA Residency
635,Yokadouma,CM,68.41,light rain,3.5167,15.05,Hôtel De Ville De Yokadouma
637,Coffs Harbour,AU,83.14,scattered clouds,-30.3,153.1333,Aquajet Motel
640,Shimoda,JP,77.11,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
641,Jieshi,CN,81.95,light rain,22.8134,115.8257,Yuehai Hotel
644,Kununurra,AU,84.18,broken clouds,-15.7667,128.7333,Hotel Kununurra
645,West Wendover,US,72.61,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
647,Mareeba,AU,84.33,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
648,Praxedis Guerrero,MX,86.81,few clouds,31.3667,-106.0167,Congregación placitas de Otero
650,Ibadan,NG,72.37,light rain,7.3878,3.8964,Majerita Hotel And Suites
652,Kualakapuas,ID,75.36,light rain,-3.0091,114.3876,Guest House Izonk
655,Camocim,BR,79.93,clear sky,-2.9022,-40.8411,Hotel Ilha do Amor
663,Rantepao,ID,68.83,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
666,Batticaloa,LK,78.82,overcast clouds,7.7102,81.6924,Grand Star Guest House
667,Biltine,TD,86.16,broken clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
668,Kouroussa,GN,73.87,scattered clouds,10.65,-9.8833,Hotel Paillote
669,Acarau,BR,79.25,clear sky,-2.8856,-40.12,castelo pizzaria
671,Lufilufi,WS,85.78,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
672,Mitsamiouli,KM,75.4,few clouds,-11.3847,43.2844,Foyer ADM
675,Chiang Klang,TH,71.76,broken clouds,19.2938,100.8617,Sangthong Resort
676,Tekkali,IN,77.41,few clouds,18.6167,84.2333,Trinath Gantayat
678,Catuday,PH,79.75,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
679,Jalandhar,IN,77.02,clear sky,31.3256,75.5792,Hotel Maharaja Residency
680,Littleton,US,80.11,few clouds,39.6133,-105.0166,InTown Suites Extended Stay Denver CO - Englewood
681,Balikpapan,ID,74.39,thunderstorm with light rain,-1.2675,116.8289,ibis Balikpapan
